category,platform,folder,author,title,url,description
"软件工具 / 开源项目 / 影音设备","Bilibili","默认收藏夹","UG下载安装教程zz","4月最新！UG NX12.0软件安装（附安装包）UG免费下载安装激活教程，UG NX 12安装包免费下载安装激活详细教程","https://www.bilibili.com/video/BV1pUQjBLEFP","UG：https://pan.quark.cn/s/fee4d60e896c"
"软件工具 / 开源项目 / 影音设备","Bilibili","默认收藏夹","OrangeMC服务器","[橙服]不删档的百人在线1.21.11服务器寒假招生啦！来体验一下原版生存的魅力？","https://www.bilibili.com/video/BV1CPrXBREFa","🌈 ===== 欢迎来到橙服 · 纯净不删档生存 ===== 🌐 服务器官网：orangecraftmc.top（想了解服务器请查看官网） 🐧 Q群：994601868（入群发三连+关注截图即可过白） 🎮 服务器版本：1.21.11 💻 Java兼容：1.16.X - 1.21.X｜基岩版兼容：1.21.111 - 1.21.130 🏕️ 我们致力于打造一个沉浸、生动、自由的 Minecraft 世界。 🔥 ===== 在这里，你能体验到什么 ===== ⚒️ 突破原版极限的强化附魔，全程可免费获取 🏰"
"软件工具 / 开源项目 / 影音设备","Bilibili","默认收藏夹","陶渊xiao明","看电视最佳方案：免费、流畅、无广告！GitHub大神开源作品！手机 + TV 全支持！","https://www.bilibili.com/video/BV1HnRGYJE6Z","👉 电视APP下载：https://pan.quark.cn/s/86d5a59ee4e1 👉 GitHub项目：https://github.com/lizongying/my-tv-0 👉 直播源项目1：https://github.com/fanmingming/live 👉 直播源项目2：https://github.com/suxuang/myIPTV 👉 IPV6 检测：https://test-ipv6.com/index.html.zh_CN"
"软件工具 / 开源项目 / 影音设备","Bilibili","项目","稚晖君","【自制】你的下一个显示器，可能是个充电宝？？DIY超迷你便携显示器【软核】","https://www.bilibili.com/video/BV17D4y1X7AT","这是UP最近为了解决个人痛点设计制作的一个便携口袋显示器（&充电宝），害，在颜值上已经没有进步的空间了~ 项目已经开源，喜欢的话记得三连关注支持~~ GitHub地址：https://github.com/peng-zhihui/PocketLCD 也麻烦记得给仓库点星星哦"
"软件工具 / 开源项目 / 影音设备","Bilibili","项目","我是阿皮啊-","单网口主机畅玩ALL IN ONE！PVE虚拟机下部署OpenWRT软路由+群晖7.2 NAS+Windows+Linux等，实现NAS存储+路由+虚拟机完全体","https://www.bilibili.com/video/BV1WV411977W","往期出过多网口版本的PVE和ESXI搭建AIO的教程，借这个机会，本期就来演示一下，使用一台单网口主机，在PVE系统上部署软路由、群晖NAS、Windows和Linux系统的完整教程。 PVE虚拟机系统开源免费，并且对大小核兼容完美，非常适合用来实现AIO功能。 如果你手上有单网口的高性能主机，也想尝试AIO，那么不妨跟着视频来搭建，搭建效果如图所求、 首先是软路由OpenWRT，因为是单网口，所以以旁路由形式来搭建，接着搭建群晖NAS系统，也是家用NAS系统天花板了，群晖系统可以帮你存储资料、照片管"
"软件工具 / 开源项目 / 影音设备","Bilibili","项目","索拉里斯风","低功耗、全都要，bt、HA、jellyfin、游戏服务器。基于ubuntu的家庭服务器部署全过程","https://www.bilibili.com/video/BV1S94y1J79J","其实现在普通人家里闲置电脑的概率，比你我想象中的高，基本上大学毕业就是一个节点、归其缘由我认为是源自windows的尿性，一台普通电脑在不优化的情况下很难用超过4年。 但是当我们换一个思路安装好linux。无论多久远的电脑都可以是你的流媒体服务器，在局域网内任何设备上用海报墙播放下载电影，或者变成homeassistant智能家居中枢、远程控制家里的灯光、监测路由器状态、远程开关电视盒子等等， 甚至你可以托管自己的游戏服务器并与和朋友一起回味几十款老游戏，比如这个98版的《仙剑剑奇侠传》、或者是大航海时代"
"软件工具 / 开源项目 / 影音设备","Bilibili","项目","悟空的日常","办公、NAS我都要 虚拟机&Docker一个不能少 基于Debian 12深度Deepin系统下一键部署”DIY NAS“ All in One 方案","https://www.bilibili.com/video/BV1zu4y1g7LY","https://github.com/wukongdaily/diy-nas-onescript 其他地址会补充到评论区置顶。"
"软件工具 / 开源项目 / 影音设备","Bilibili","项目","大鹅体验","旧电脑变身NAS保姆级教程(1/2)，文件共享、相册备份、多功能全自动媒体库全搞定，Jellyfin、Alist、黑群晖 7.2媒体服务器，N1盒子方案升级版","https://www.bilibili.com/video/BV1bu4y1E7Yh","使用老旧电脑安装NAS系统，实现完整的文件共享、相册备份、和多功能、全自动媒体库的保姆级教程。"
"软件工具 / 开源项目 / 影音设备","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","25github今日最快增长-2026-06-10 #github优质项目 #ai编程 #信息差 #程序员github今日最快增长-2026-06-10 #github优质项目 #ai编程 #信息差 #程序员","https://www.douyin.com/video/7649548878353681715",""
"软件工具 / 开源项目 / 影音设备","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","9838让ai直接操作你的各种软件 #大模型应用 #ai #ai工具 #编程 #代码让ai直接操作你的各种软件 #大模型应用 #ai #ai工具 #编程 #代码","https://www.douyin.com/video/7644513285333807729",""
"软件工具 / 开源项目 / 影音设备","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","27726月1日GitHub涨星最快的6个项目 6月1日GitHub涨星榜出炉，6个项目单日狂揽上万星。微软的Markitdown一天涨2759星，总星134K——任何文件一键变Markdown，不是编辑器是转换器。MoneyPrinterTurbo 74K星，文字直接出视频配字幕全搞定。VoxCPM跳过分词器做语音合成，还能克隆你的声音。从零训大模型的教程也有，跟着Notebook走一遍就行。 #GitHub #开源项目 #AI工具 #程序员 #科技6月1日GitHub涨星最快的6个项目 6月1日GitHub涨星榜出炉，6个项目单日狂揽上万星。微软的Markitdown一天涨2759星，总星134K——任何文件一键变Markdown，不是编辑器是转换器。MoneyPrinterTurbo 74K星，文字直接出视频配字幕全搞定。VoxCPM跳过分词器做语音合成，还能克隆你的声音。从零训大模型的教程也有，跟着Notebook走一遍就行。 #GitHub #开源项目 #AI工具 #程序员 #科技","https://www.douyin.com/video/7646250472777396709",""
"软件工具 / 开源项目 / 影音设备","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","6.4万找对象，陌陌靠谱，快来评论区看 视频文件过大，配字幕的时候软件崩溃了，有些错别字大家甄别#陌陌 #单身姑娘找对象，陌陌靠谱，快来评论区看 视频文件过大，配字幕的时候软件崩溃了，有些错别字大家甄别#陌陌 #单身姑娘","https://www.douyin.com/video/7503129644330126607",""
"软件工具 / 开源项目 / 影音设备","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","大型电视连续剧工笔画入门第二集#画 #充能计划 #谁说国画不抖音 @抖音小助手","https://www.douyin.com/video/6835251712949898499?source=Baiduspider",""
"课程学习 / 数学 / 考试","Bilibili","默认收藏夹","沙僧设计礼诚","UG12.0从入门到精通教程，25节课全面了解UG","https://www.bilibili.com/video/BV1Ji4y1M7mW","课程来源管家课堂，进行二创，已获得管家课堂授权。 UG12.0全套精品课程，共25节课,适合零基础的同学系统的学习UG，也适合有基础的同学巩固提高。 点赞加关注，然后私信我”UG“即可领取UG12.0安装包和课程练习素材。"
"课程学习 / 数学 / 考试","Bilibili","默认收藏夹","李天意Providence","【高等数学（上）】6小时从0基础直追满绩！","https://www.bilibili.com/video/BV1j44y1E7ot","请大家下载讲义，最好打印成纸质版，然后配合该视频食用哦~ 讲义下载地址：微信搜索公众号“意数家”，发送”讲义“或”高数资料“，即可获取对应视频的讲义文件啦~ 祝大家2022平安喜乐，考试顺利。"
"课程学习 / 数学 / 考试","Bilibili","项目","渗透测试官方教程","2024B站最新的Kali入门教程！！Kali Linux渗透测试远控木马技术，全程手把手教你从入门到精通，7天学会","https://www.bilibili.com/video/BV1CV411X7hG","本视频仅用于信息安全教学，请遵守相关法律法规，严禁用于非法途径。若观众因此作出任何危害网络安全的行为，后果自负，与UP主及讲师无关。"
"课程学习 / 数学 / 考试","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","2026高考最新消息 今年低分考生的福音来了，如果你的分数在300分以上，均可尝试报考#高考 #升学志愿填报 #升学规划 #江苏高考 #高三家长必看","https://www.douyin.com/video/7650344405723956819",""
"课程学习 / 数学 / 考试","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","44.8万Photoshop无痕改字技巧 #ps教程 #p图教程 #PS #无痕改字 #P图Photoshop无痕改字技巧 #ps教程 #p图教程 #PS #无痕改字 #P图","https://www.douyin.com/video/7525328852256623922",""
"课程学习 / 数学 / 考试","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","18.1万【漫士-无痛高数】一个游戏直观理解极限和连续 #前沿知识派对 #数学 #数学思维 #高等数学 #考研【漫士-无痛高数】一个游戏直观理解极限和连续 #前沿知识派对 #数学 #数学思维 #高等数学 #考研","https://www.douyin.com/video/7575003354682756379",""
"课程学习 / 数学 / 考试","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","“黑椒菠萝生煎猪扒仔”肉滑鲜味十足值得推荐 #一起学做菜 #美食教程 #粤菜","https://www.douyin.com/video/7421896642602847545?source=Baiduspider",""
"课程学习 / 数学 / 考试","YouTube","Watch later","","openclash新手教程系列附加篇、DNS泄露、openclash搭配Adguardhome、openclash远程访问、订阅失败、BT直连等问题解决","https://www.youtube.com/watch?v=5-eSqP-iNnc&list=WL&index=4&t=896s&pp=iAQBsAgC",""
"旅行 / 风景 / 历史 / 时事","Bilibili","默认收藏夹","开心酒好好","坐上火车去拉萨，被认为是最浪漫的进藏方式，超详细的保姆级攻略","https://www.bilibili.com/video/BV1SM4y1B7iF",""
"旅行 / 风景 / 历史 / 时事","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","共创2.0万第五代无沟世吞发布！再一次创造历史！ #我的世界 #生电 #mc #红石 #世吞第五代无沟世吞发布！再一次创造历史！ #我的世界 #生电 #mc #红石 #世吞","https://www.douyin.com/video/7643383940081863945",""
"旅行 / 风景 / 历史 / 时事","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","我到佛山的第一天竟然地震了！愿世间没有灾难.. #广东河源地震 #南海影视城 #旗袍大赛 #关注我带你去旅行 #我们","https://www.douyin.com/video/7208393053512535308?source=Baiduspider",""
"旅行 / 风景 / 历史 / 时事","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","151.4万生命律动！#治愈系风景 #旅行推荐官 #川西美景生命律动！#治愈系风景 #旅行推荐官 #川西美景","https://www.douyin.com/video/7565562542383320357",""
"旅行 / 风景 / 历史 / 时事","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","48#向烟花许个愿 #向烟花许个愿","https://www.douyin.com/video/7183337482962898228",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","5.7万解构主义 很多你以为正确的观点在某种层面上也只是另一种刻板印象罢了 质疑才是迈向哲理的第一步 本期视频背景图片来自画师：a6 #哲学 #情感 #心理学 #解构主义 #青年创作者成长计划解构主义 很多你以为正确的观点在某种层面上也只是另一种刻板印象罢了 质疑才是迈向哲理的第一步 本期视频背景图片来自画师：a6 #哲学 #情感 #心理学 #解构主义 #青年创作者成长计划","https://www.douyin.com/video/7613682879524015410",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","绝对不可能有人会笑着看完我这个视频。#搞笑视频","https://www.douyin.com/video/7418197437153611017?source=Baiduspider",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","挑战连续吃手剥笋第22天，今天整大笋王！模仿咕咕鸡失败#手剥笋 #抖音美食推荐官 #爱自己的100种方式从吃开始 @抖音小助手 @抖音美食达人助手 @抖音创作者中心","https://www.douyin.com/video/7271209635875409207?source=Baiduspider-sdc",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","35.8万你还在偷窥她的生活 对吗？#范 #情感 #情感共鸣你还在偷窥她的生活 对吗？#范 #情感 #情感共鸣","https://www.douyin.com/video/7635623093906673318",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","11.2万人生建议：不要与母亲结盟攻击父亲 #情感 #情感共鸣 #心理学 #自我提升 #亲密关系人生建议：不要与母亲结盟攻击父亲 #情感 #情感共鸣 #心理学 #自我提升 #亲密关系","https://www.douyin.com/video/7604841738317892914",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","1.7万你真的需要一段恋爱吗？说明你只是想要一个精神寄托而已# #情感心理 #情感共鸣#共鸣你真的需要一段恋爱吗？说明你只是想要一个精神寄托而已# #情感心理 #情感共鸣#共鸣","https://www.douyin.com/video/7608527617721334729",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","8.6万当作文题目是“反思”时 #猫meme #猫meme日常 #大爱仙尊 #配音木成当作文题目是“反思”时 #猫meme #猫meme日常 #大爱仙尊 #配音木成","https://www.douyin.com/video/7581420346415729930",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","8.7万从哪找这么可爱的女朋友啊#情侣日常 #可爱到爆炸💥 #周周饼干 @周周饼干从哪找这么可爱的女朋友啊#情侣日常 #可爱到爆炸💥 #周周饼干 @周周饼干","https://www.douyin.com/video/7562480877004983611",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","27.9万什么是爱 于是我想起了初次见面的拘谨 聊到深夜的语音和第一次牵手拥抱 #钢琴什么是爱 于是我想起了初次见面的拘谨 聊到深夜的语音和第一次牵手拥抱 #钢琴","https://www.douyin.com/video/7501281767605718287",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","23.0万“我有新房子了”#牛马 #房贷压力 #三十年 “我有新房子了”#牛马 #房贷压力 #三十年","https://www.douyin.com/video/7497228769716047145",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","229.7万@niny 谁女朋友这么好呢#男友视角@niny 谁女朋友这么好呢#男友视角","https://www.douyin.com/video/7467226229637221686",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","29.1万一个有关于青春和成长的故事~ #听见涛声 #完整版一个有关于青春和成长的故事~ #听见涛声 #完整版","https://www.douyin.com/video/7365113857427131663",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","8.5万#情感 #情感共鸣 #没有技巧全是感情 #拿得出手的爱就是这样 #这段陪伴算礼物还是惩罚 兄弟，我也不知道这个是谁，我就发上来试试看你能不能看到，你发小作文的时候，人家还在瑶骰子呢！#情感 #情感共鸣 #没有技巧全是感情 #拿得出手的爱就是这样 #这段陪伴算礼物还是惩罚 兄弟，我也不知道这个是谁，我就发上来试试看你能不能看到，你发小作文的时候，人家还在瑶骰子呢！","https://www.douyin.com/video/7306461915583188275",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","230.2万#海阔天空 #黄家驹 人生不就活那么几个瞬间吗#海阔天空 #黄家驹 人生不就活那么几个瞬间吗","https://www.douyin.com/video/7304288737247120679",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","23.6万你只是无聊生活的消遣罢了 #cheems #cheems降临 #情感 你只是无聊生活的消遣罢了 #cheems #cheems降临 #情感","https://www.douyin.com/video/7289828841420262712",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","4.3万采耳vlog-她说话温柔，撩得我乐开花#vlog日常 #探店 #养生 #享受这悠闲时光 #搞笑 #掏耳朵 采耳vlog-她说话温柔，撩得我乐开花#vlog日常 #探店 #养生 #享受这悠闲时光 #搞笑 #掏耳朵","https://www.douyin.com/video/7286849457117842743",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","18.6万晚安#搞笑 #抽象艺术 #搞笑视频晚安#搞笑 #抽象艺术 #搞笑视频","https://www.douyin.com/video/7268227884756634916",""
"情感 / 生活 / 娱乐 / 音乐","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","雅思口语题库：最近读过的故事 Describe a story (e.g. a fairy tale, etc.) you have read recently. You should say: What it is about When you read it Whether you liked it And explain what you have learned from it 重点词组： short story — 短篇小说 browsing online — 在网上浏览 before bed","https://www.douyin.com/video/7650458378556885411",""
"游戏 / 车 / APEX / 地平线","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","5824deepseek v4 pro模型ai自动化逆向 #deepseekv4pro模型#ai自动化逆向 小游戏实战！#JS逆向 #Python #代码deepseek v4 pro模型ai自动化逆向 #deepseekv4pro模型#ai自动化逆向 小游戏实战！#JS逆向 #Python #代码","https://www.douyin.com/video/7636700110763609370",""
"游戏 / 车 / APEX / 地平线","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","3231天国拯救：新手完美开局刷力量敏捷射箭准心开启非常困难的箱子 #steam #epic #单机游戏 #天国拯救天国拯救：新手完美开局刷力量敏捷射箭准心开启非常困难的箱子 #steam #epic #单机游戏 #天国拯救","https://www.douyin.com/video/7321289324979359014",""
"游戏 / 车 / APEX / 地平线","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","1.6万CS堵撤离点#三角洲行动#得吃百万哈弗币#赚钱最快玩法#游戏战术技巧 #三角洲行动回想赛季开启CS堵撤离点#三角洲行动#得吃百万哈弗币#赚钱最快玩法#游戏战术技巧 #三角洲行动回想赛季开启","https://www.douyin.com/video/7638528109360675050",""
"游戏 / 车 / APEX / 地平线","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","18.5万每日情感小故事23#神力科莎 #地平线 #海岸线 #情感故事每日情感小故事23#神力科莎 #地平线 #海岸线 #情感故事","https://www.douyin.com/video/7571030051576500902",""
"游戏 / 车 / APEX / 地平线","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","6.8万钟表能回到原点 但再也不是昨天 #地平线5 #漂移 #神龙大学习钟表能回到原点 但再也不是昨天 #地平线5 #漂移 #神龙大学习","https://www.douyin.com/video/7429407897727012107",""
"游戏 / 车 / APEX / 地平线","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","14.2万该回来了，我的朋友 #apex #apex英雄 #派派 该回来了，我的朋友 #apex #apex英雄 #派派","https://www.douyin.com/video/7301973657683758388",""
"游戏 / 车 / APEX / 地平线","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","4.9万#apex英雄 如果知道那是见你的最后一面，也许我真的会心脏狂跳#apex英雄 如果知道那是见你的最后一面，也许我真的会心脏狂跳","https://www.douyin.com/video/7292813096291192102",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","2647心率广播桌面端上线 支持 Windows 和 Mac设备，支持任何蓝牙心率广播连接，心率实时显示在菜单栏，也可以悬浮框实时显示。 #心率广播 #心率推送 #心率带 #蓝牙心率广播 #心率监测心率广播桌面端上线 支持 Windows 和 Mac设备，支持任何蓝牙心率广播连接，心率实时显示在菜单栏，也可以悬浮框实时显示。 #心率广播 #心率推送 #心率带 #蓝牙心率广播 #心率监测","https://www.douyin.com/video/7648606620188005486",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","10.6万不用扭腰这样拍，帅就完事儿了 #肌肉 #拍照姿势不用扭腰这样拍，帅就完事儿了 #肌肉 #拍照姿势","https://www.douyin.com/video/7643005978984599803",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","3.5万普通大四学生手搓的万物预测引擎 #vibecoding大赏 #ai新星计划 @抖音科技 #ai #编程普通大四学生手搓的万物预测引擎 #vibecoding大赏 #ai新星计划 @抖音科技 #ai #编程","https://www.douyin.com/video/7647076237428395273",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","1.0万什么是人权？ #世界人权宣言 #人类权利 #哲学 #政治哲学 #科普一下什么是人权？ #世界人权宣言 #人类权利 #哲学 #政治哲学 #科普一下","https://www.douyin.com/video/7626686515510267146",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","77.9万有生之年。我还能感受到你掌心的纹路。#梦女 #梦女向 #ai电子皮肤有生之年。我还能感受到你掌心的纹路。#梦女 #梦女向 #ai电子皮肤","https://www.douyin.com/video/7618215845408682408",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","3836当我翻出来相册里那些被遗忘的照片 恰巧遇到这个模板的我……“当后来的我去翻阅曾经的记录时 那些事情得以二次曝光……”#模板已做好#剪映#记录的意义当我翻出来相册里那些被遗忘的照片 恰巧遇到这个模板的我……“当后来的我去翻阅曾经的记录时 那些事情得以二次曝光……”#模板已做好#剪映#记录的意义","https://www.douyin.com/video/7641576114256093411",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","447妈妈再也不用担心我片没翻译了🎉🎉🎉#F1 #ai #实时翻译 #potplayer妈妈再也不用担心我片没翻译了🎉🎉🎉#F1 #ai #实时翻译 #potplayer","https://www.douyin.com/video/7646139947213660315",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","蔡皋获国际安徒生奖","https://www.douyin.com/video/7628419278835879214?source=Baiduspider",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","几何画板11.4动画按钮的制作点在线段上的运动 #几何画板的应用","https://www.douyin.com/video/7194341708518214970?source=Baiduspider",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","雾灰河畔｜胖mm薄绒长袖长裤230斤睡衣甜美宽松新款微胖少女家居服#女生这款睡衣穿着很舒服#秋冬这套睡衣质量很好做工精细","https://www.douyin.com/video/7582265200055192872?source=Baiduspider-sdc",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=favorite_collection","","不定期释放库存之冷门歌曲《悲剧人物》#张敬轩 #神级现场 #港乐 #行走的cd 回味一下教科书般的0换气声😎我永远为轩公的无敌唱功而折服！！！","https://www.douyin.com/video/7300205806618807567?source=Baiduspider",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","9043Photoshop无痕改字 Photoshop无痕改字技巧#PS #ps教学 #抠图 #PS技巧 #p图Photoshop无痕改字 Photoshop无痕改字技巧#PS #ps教学 #抠图 #PS技巧 #p图","https://www.douyin.com/video/7613221005042431458",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","共创111.6万#法润平安文明相伴#摩托车#社死现场男子玩翘头摩托炫技直播，交警匆匆赶来合拍 #法润平安文明相伴 #摩托车 #社死现场#法润平安文明相伴#摩托车#社死现场男子玩翘头摩托炫技直播，交警匆匆赶来合拍 #法润平安文明相伴 #摩托车 #社死现场","https://www.douyin.com/video/7371066911691443496",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","1.0万前辈，连这种小事都做不到吗？ #雌小鬼 #短发 #萝莉控 #萝莉 #萌妹前辈，连这种小事都做不到吗？ #雌小鬼 #短发 #萝莉控 #萝莉 #萌妹","https://www.douyin.com/video/7640864233253523566",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","19.5万美国南方大学行进乐队 大号声部演奏《Flashing Lights》#kanye #flashinglights美国南方大学行进乐队 大号声部演奏《Flashing Lights》#kanye #flashinglights","https://www.douyin.com/video/7640014201297433289",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","14.6万反反发布一条日常反反发布一条日常","https://www.douyin.com/video/7633375633239125477",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","2.4万请漂亮女孩吃北京烤鸭 #小白鞋搭配袜 #请漂亮女孩吃饭#北京旅游 #北京烤鸭请漂亮女孩吃北京烤鸭 #小白鞋搭配袜 #请漂亮女孩吃饭#北京旅游 #北京烤鸭","https://www.douyin.com/video/7630008849424870586",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","3166神奇小物件，充满自己会拔插头#手机充电器神奇小物件，充满自己会拔插头#手机充电器","https://www.douyin.com/video/7628980310386290427",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","8.3万一个三甲医院医生说:“人只有在即将死亡的时候才能够明白这一切。人生其实就是一场骗局，最主要的任务根本不是买房买车，也不是即时行乐，这其实是欲望，不是真相。”人生就是一个梦，虚无缥缈并不真实。我们不要给自己那么多的使命感和过剩的责任感，在这个世界上，活着的我们和一只蚂蚁，一只昆虫，一只蚊子，一只甲壳虫，没有任何区别。当你走到了生命的尾声，蓦然回首，就会明白，我们追求的一切都恍若云烟，功名利禄终将变为尘土，恩怨情仇也终将随风飘散，我们在这个世 间最真实的需要，不过就是内心的感受而已。我们最根本的任务不是买房买车，不是让别人羡慕，也不是过的一定要比别人好，而是可以按照自己喜欢的方式度过一生。请记住你透支健康换来的优秀，不过是人事档案里随时可替换的几行宋体字。而单位的运转齿轮从未因此停滞半分。人生不是用红头文件丈量的，而是用看见花开、听见雨声的瞬间拼凑的。毕竟，你熬的夜、拼的命、流的泪，最后都成了档案袋里轻飘飘白A4纸，而你错过的晚霞、失约的晚餐、没牵到的手，才是永远无法补录的人生正文。视频来源：@奇幻日一个三甲医院医生说:“人只有在即将死亡的时候才能够明白这一切。人生其实就是一场骗局，最主要的任务根本不是买房买车，也不是即时行乐，这其实是欲望，不是真相。”人生就是一个梦，虚无缥缈并不真实。我们不要给自己那么多的使命感和过剩的责任感，在这个世界上，活着的我们和一只蚂蚁，一只昆虫，一只蚊子，一只甲壳虫，没有任何区别。当你走到了生命的尾声，蓦然回首，就会明白，我们追求的一切都恍若云烟，功名利禄终将变为尘土，恩怨情仇也终将随风飘散，我们在这个世 间最真实的需要，不过就是内心的感受而已。我们最根本的任务不是买房买车，不是让别人羡慕，也不是过的一定要比别人好，而是可以按照自己喜欢的方式度过一生。请记住你透支健康换来的优秀，不过是人事档案里随时可替换的几行宋体字。而单位的运转齿轮从未因此停滞半分。人生不是用红头文件丈量的，而是用看见花开、听见雨声的瞬间拼凑的。毕竟，你熬的夜、拼的命、流的泪，最后都成了档案袋里轻飘飘白A4纸，而你错过的晚霞、失约的晚餐、没牵到的手，才是永远无法补录的人生正文。视频来源：@奇幻日","https://www.douyin.com/video/7604163357960954986",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","3.1万幻术的世界有什么不好的#幻术的世界有什么不好 #劳动人民最光荣 #剪辑幻术的世界有什么不好的#幻术的世界有什么不好 #劳动人民最光荣 #剪辑","https://www.douyin.com/video/7593256979809524131",""
